path1,path2
47984,82818
141026,141064
67269,119813
116044,44254
30172,76528
36391,100510
119076,70419
71879,138997
147464,119076
51106,31478
62530,36391
68241,116044
35276,20101
83809,67269
1140,1140
77530,144240
20101,83809
114887,47984
31478,68241
138997,51106
144240,71879
110206,62530
121213,147464
27235,141026
23898,30172
106617,114887
70407,77530
118936,35276
85901,110206
47211,27235
25842,106617
113423,118936
2381,23898
100510,121213
133960,113423
44254,70407
45425,85901
20234,3327
119813,47211
82818,132415
1276,25842
32658,2381
31045,133960
39337,149288
2400,45425
94600,77910
54443,36239
112543,20234
110928,1276
60746,126966
86966,32658
141064,39337
91962,94600
132415,31045
76528,2400
70419,54443
149288,110928
77910,46706
32339,54775
36239,3417
126966,128729
54775,93775
128729,48627
48627,91962
3327,60746
93775,112543
3417,14901
97249,133573
14901,97249
46706,86966
133573,32339
131078,86024
134964,139524
127571,139217
2693,88637
113960,78374
94165,106749
19981,107532
38066,145830
9474,149828
55219,48574
98688,60904
61455,22825
86453,61709
92053,95567
25900,50159
4652,42455
50477,33974
124088,119535
139524,74078
140059,84689
139217,114104
4201,13808
126342,96797
123473,60651
63375,15107
86024,101927
37149,124519
114660,28601
119941,101890
127221,27219
3597,73661
124192,141572
61709,55240
110285,54059
145830,59254
60904,524
111454,46903
16992,65432
48574,53691
65115,102844
52585,26153
100069,140343
78374,107058
17819,149113
42830,27417
73004,124192
71148,110285
135999,9332
56059,3597
142402,119941
48389,123473
13951,114660
57260,126342
130419,63375
8228,37149
51943,50477
79375,25900
82361,19981
82153,124088
143432,94165
121185,2693
76723,140059
95373,127571
143677,131078
118423,123528
81304,134964
141892,17819
30019,45795
99999,42830
2753,48389
108048,111703
102923,142402
134769,73004
103868,135999
138188,67661
19311,134192
67665,19871
113743,68548
9646,148675
88379,51477
58338,38066
110061,92053
1867,4652
15215,86453
136955,55219
54255,11945
37918,132555
100291,114172
64963,98688
39615,2067
48118,58920
140954,23762
38966,61455
106504,9474
108591,40082
149272,135648
76364,11530
3213,136585
109743,120670
144179,40953
111197,127702
110072,80175
17573,103408
4106,64067
129737,29562
41356,44156
102079,91089
134200,245
127157,5264
61809,61789
72684,24914
83482,95066
44470,98202
138949,129017
114104,62505
96797,108518
84689,115673
119535,96353
42455,13028
74078,7823
10879,80469
147512,39446
95567,75966
131930,21139
50159,72152
17314,139982
49829,143696
140343,19510
33974,95898
26153,82516
53691,104714
28938,111649
55489,86325
60651,17662
101890,99545
11320,35784
27219,99742
85009,24715
145815,10314
28601,33390
15107,55447
124519,143137
139210,30779
35543,17138
48884,57075
24277,46900
97308,77681
101927,109415
13808,126217
113345,100261
44823,57341
137461,89939
81759,130599
22825,43397
149828,109147
106749,111916
88637,84079
107532,9979
9332,73823
27417,15290
73207,74152
149113,5408
55438,123921
107058,68934
111021,64347
144901,102280
116026,72781
65432,146046
77507,114974
524,142335
114490,83624
59254,89916
141572,111383
54059,3199
73661,148270
55240,96783
84195,23783
132845,98583
52813,56670
42573,66681
105490,105751
123888,26588
93718,51954
69375,143677
42901,45609
9431,32146
77970,146007
27782,10612
74802,77724
139350,85440
106368,95508
57007,138233
54981,53335
82987,28411
147154,59246
136693,84295
34024,138691
54908,101789
27610,2452
60432,132504
113640,95549
127094,38889
145584,15590
64493,86701
133142,78331
4567,39374
136744,62437
128010,68943
10579,76478
111735,14915
32598,133922
85648,8038
111771,149775
41424,56379
36560,6288
4317,57516
30453,18111
52823,104016
72937,355
93432,58940
125079,118379
34205,4886
43736,76365
141137,78542
82403,69737
27893,68482
68482,141439
58940,105402
69737,109280
355,60933
78542,139121
118379,142279
105402,60251
4886,104081
40791,72787
129276,125183
6288,121985
52512,138529
56379,134769
34768,70752
7303,2753
16858,141892
101633,118423
139121,38762
60251,27424
60933,122353
60865,108076
72787,83234
121985,10652
31057,130536
40453,121498
138529,67320
70752,30019
10929,81304
104081,95373
142279,60230
121498,135634
53827,43153
130536,65644
67320,16009
122353,143565
38762,77942
108076,55718
27424,149409
45609,48265
51954,65034
135634,121091
117403,56641
65644,67923
139999,9334
60836,133288
71376,134178
111703,63724
34523,17339
102578,25153
146095,74945
125183,45725
23203,2752
17636,43152
148030,67020
48946,79448
141439,57152
33543,133764
84941,1100
52762,48999
82628,109175
12889,12949
90199,128432
113259,65845
122149,38942
18394,70801
70736,23246
11876,115000
18111,132246
76365,94758
57516,72186
104016,56848
15861,10569
149775,62695
83609,17244
149418,1818
113830,18804
121009,7902
76478,4499
38889,62847
68943,59391
143754,118718
139397,47597
68934,80550
9979,24437
64347,29056
146046,46776
102280,81410
132504,117078
62437,9458
95549,49859
78331,123831
15590,57089
133922,123241
143842,97819
8038,93649
14915,138324
86701,106635
109122,138453
10652,139389
85440,42617
138233,96375
2452,146461
138691,72633
142335,33984
101789,47739
84295,32189
53335,117663
10612,102525
28411,140345
23783,6531
59246,56770
111383,72120
148270,138160
67923,60018
1100,82958
3199,117217
48999,8365
12949,23682
65845,36537
115000,29372
38942,2819
132246,76970
70801,51872
62695,18388
7902,70042
24715,106169
23246,128082
57341,75060
33390,110947
143137,129013
17138,78756
55447,86880
77681,13501
100261,12308
89939,112613
126217,114714
130599,74552
128432,130381
104961,51075
109175,63617
110201,115763
83624,105451
114974,49415
84079,111002
73823,90479
123921,53004
14888,131539
5408,34579
132122,99053
91927,11477
56106,97357
117603,137187
82673,12133
10246,115695
69436,94314
53319,66929
94314,53319
82702,10246
115695,129499
17606,21040
66929,113363
103828,48872
64408,82673
74910,69436
69238,103828
129499,69238
113363,64408
109415,128895
21040,17606
58973,129970
137187,40490
57075,60482
90479,82702
30779,58973
63249,117603
8365,91927
36537,26595
74552,132122
29372,14888
23682,40197
2819,139397
112613,123720
51872,113830
106169,143754
18388,121009
128082,149418
12308,70778
75060,83609
102525,15861
110947,52512
117663,34768
13501,143842
32189,7303
78756,129276
47739,101633
86880,40791
33984,16858
72120,53827
129013,109122
56770,99999
95898,10929
60018,31057
143696,146095
4499,88379
18804,113743
99742,19311
10314,40453
115328,138188
117217,82361
99545,103868
104714,82153
17662,121185
76970,102923
86325,76723
70042,148780
6531,117403
111649,139999
82516,95009
82958,56059
35784,71376
1818,143432
62847,34523
139982,79375
75966,102578
72152,51943
59391,57260
21139,38953
13028,4031
47597,144179
96353,136693
108518,4106
129017,54981
24914,129737
5264,48884
63724,102079
139389,24277
61789,44823
42617,97308
72186,113345
57152,138949
134178,83482
25153,10879
79448,81759
74945,147512
2752,131930
67020,17314
80175,55438
64067,49829
91089,111021
43152,116026
245,116240
95066,114490
44156,48351
98202,77507
62505,28938
115673,11320
46776,55489
9458,145815
29056,52813
80550,105490
7823,77970
96375,42901
80469,64493
146461,31985
39446,145584
138160,133142
72633,9431
19510,27782
17244,4567
94758,128010
56848,113640
133764,10579
56641,57007
9334,136744
121091,139350
48265,139210
77942,74802
45725,42573
143565,123888
40953,132845
49080,85009
11530,84195
51477,93718
17912,140681
148675,69375
136585,127094
19871,60432
67661,54908
95009,39615
134192,140954
120670,64963
16009,27610
43153,100291
21974,136955
26588,38966
32146,15215
105751,54255
56670,122149
149409,4317
98583,41424
96783,30453
65034,111771
133288,52823
17339,85648
29562,111735
93649,37918
103408,36560
132555,113259
135648,1867
11945,90199
114172,110061
2067,82628
123241,85904
58920,52762
97819,12889
138324,33543
57089,48946
106635,82403
123831,148030
117078,84941
49859,17636
81410,60865
138453,23203
24437,58338
118718,106504
10569,9646
89916,149272
72781,67665
95508,76364
39374,8228
77724,109743
83234,34024
146007,147154
66681,17573
55718,41356
60230,134200
148780,110072
123528,9224
68548,105664
40082,127157
127702,137461
23762,16992
45795,65115
38953,56761
59622,59622
9224,52585
56761,111454
105664,72684
4031,44470
85904,61809
109280,35543
50424,106368
70778,82987
123720,48118
26595,108591
40197,3213
15290,130419
111916,13951
87282,100069
109147,111197
48872,60836
43397,71148
74152,113960
35363,17912
14242,49080
35428,21974
68091,108048
109425,141137
27739,27893
32892,70736
98296,43736
25213,18394
128895,34205
60482,72937
129970,125079
11477,147146
49415,93432
115763,32598
51075,11876
131539,75490
130381,50424
34579,27739
63617,55642
105451,39087
99053,92341
40490,19363
97357,96484
12133,109425
111002,32892
53004,14242
114714,25213
140345,74910
46900,56106
80589,35363
40208,87282
55642,104961
96484,110201
39087,115328
19363,63249
147146,98296
92341,35428
75490,40208
31985,68091
140681,80589
48351,4201
116240,127221
46903,73207
102844,144901
79875,78854
104108,129147
65159,6471
87464,35271
117499,74994
27820,79875
21791,65159
55650,117499
129486,104108
75311,87464
46737,61631
115463,2765
23244,21791
54686,101786
62745,23244
98526,4185
82264,54686
48208,115463
149058,40192
27639,46737
124095,46536
13793,79130
52645,34877
35862,126082
95022,114364
111216,134945
62462,42487
82983,35862
15701,13793
55334,144595
50061,30312
135854,50061
30312,124897
75719,15701
144595,111216
95303,55334
42487,135854
114364,95022
34877,62462
115278,139234
40192,20285
46536,82983
149131,120534
48757,143530
79130,63560
126082,23099
134945,46490
139234,43262
43262,135723
112726,112726
54634,48757
125959,5454
127088,129486
5454,149131
101786,75311
2765,55650
4185,27820
61631,127088
134652,54634
20285,44192
120534,651
139444,3786
124897,1505
143530,146677
46490,26283
135723,92536
44192,46327
23099,1112
3786,62338
63560,41516
135157,79946
146677,122490
92536,79155
1505,85768
46327,105546
26283,125959
22333,115278
61132,82264
73702,95303
85936,48208
48195,27639
84368,52645
62338,124095
79155,149058
1112,134652
651,98526
85768,75719
78854,139444
53605,135157
1013,22333
74994,73702
146693,48195
35271,61132
129147,84368
3875,138905
6471,145568
5784,4260
4260,3875
122490,5784
41516,95864
138905,53605
79946,146693
145568,1013
95864,62745
105546,85936
126725,71058
13037,18098
125823,57060
18098,30444
118361,123003
14410,86870
95015,48044
305,112707
9529,120690
68384,68384
128629,118361
120690,305
138418,14410
48044,9529
123003,95015
115105,13037
86870,22265
47849,126725
129245,125823
119728,87920
72290,141632
141632,112361
148732,119728
30444,47849
71058,115105
87920,148732
49953,72290
112361,129245
37276,49953
36530,37276
38211,38211
22265,138418
57060,128629
112707,36530
147458,12990
32478,95717
95814,38758
126447,37035
26483,14492
15342,146417
100059,78572
114541,110101
21770,91535
132107,2999
93292,89011
117786,115409
12041,66181
90032,38718
93096,58096
137889,95814
103524,147458
92355,79354
79354,126447
73782,15342
118319,118642
138341,100059
114800,26483
64837,48444
68600,21770
19825,93292
34854,114541
22721,132107
19816,108571
86872,123321
117332,38002
54953,38318
73110,53689
85374,130492
130828,4704
133081,90879
144031,125031
144594,76079
36345,27345
126945,38071
38758,44645
66181,78631
96448,96448
38718,64544
64544,119110
78631,32478
58096,126945
44645,130828
123321,73782
38071,85374
108571,19825
118642,138341
48444,68600
27345,114800
38318,137889
125031,90032
53689,117786
90879,93096
130492,103524
119110,118319
91535,92355
78572,64837
2999,12041
146417,34854
89011,73110
14492,22721
115409,133081
37035,19816
95717,117332
138018,144031
12990,86872
67641,54953
110101,144594
4704,67641
76079,36345
38002,138018
121345,10756
65353,25235
75988,75988
134439,49361
25235,94751
25287,127731
10756,22004
113825,103652
3010,52887
125754,125771
116931,111996
18940,57622
6868,78005
28886,25804
97919,54797
142665,73978
49678,17627
3721,43679
3911,136668
124403,130958
120389,22844
137623,83384
48611,24910
52887,140010
24553,9439
125771,67351
91433,92438
134588,123804
41175,54298
57622,52004
25804,21534
73978,22797
78005,12561
12561,103206
43679,41175
123804,91433
17627,126956
54797,24553
80800,48611
82297,140907
127731,137623
41250,124403
94751,28418
77328,120389
103652,58639
140907,145260
41065,144369
22004,712
111996,134588
126956,47780
712,82297
133599,41250
144369,77328
58639,41065
28418,3911
133311,93217
16447,133311
85651,85651
148326,96456
96456,66053
138043,38776
90326,148326
66053,138043
32740,51485
141200,1329
76423,90326
38776,32740
110627,76423
145260,110627
93217,16447
13833,90163
77068,29231
29231,13833
101138,3721
51485,45506
69144,49678
1329,116931
90163,6868
45506,97919
49361,125754
89509,142665
20990,113825
54298,134439
21534,3010
92438,18940
22797,77068
136668,101138
103206,69144
22844,141200
24910,133599
47780,80800
140010,20990
67351,15619
130958,121345
83384,89509
9439,65353
52004,25287
15619,28886
40071,119688
39075,148536
111614,51349
10141,54849
34004,34193
40091,118737
134454,99445
99445,75783
34193,134454
131567,133580
54849,111614
148536,17851
86120,39075
51349,10141
89394,40091
99036,143484
60918,60918
111426,131567
143484,89394
75783,86120
133580,111186
24899,38225
17851,138988
138988,24899
20916,40071
109899,5887
5887,20916
58748,58748
38225,109899
119688,34004
118737,111426
111186,99036
