10000,8175740.92837
20000,8175683.99491
30000,8175653.43523
40000,8175323.51299
50000,8175323.51299
60000,8175323.51299
70000,8175323.51299
80000,8175323.51299
90000,8175323.51299
100000,8175323.51299
110000,8175159.28674
120000,8175159.28674
130000,8175159.28674
140000,8175038.33014
150000,8174775.99542
160000,8174617.90211
170000,8174541.1605
180000,8173755.39503
190000,8173621.60224
200000,8173598.55511
210000,8173481.10991
220000,8173365.72445
230000,8172906.29453
240000,8172906.29453
250000,8172906.29453
260000,8172483.13666
270000,8172350.23984
280000,8172002.94129
290000,8171427.80219
300000,8171427.80219
310000,8171427.80219
320000,8171377.42874
330000,8171377.42874
340000,8171377.42874
350000,8171377.42874
360000,8171377.42874
370000,8171377.42874
380000,8171377.42874
390000,8171377.42874
400000,8170960.69485
410000,8170825.87387
420000,8170825.87387
430000,8170825.87387
440000,8170796.43159
450000,8170772.59501
460000,8170700.45411
470000,8170272.43463
480000,8170238.94418
490000,8169847.46221
500000,8169756.93336
510000,8169527.81987
520000,8169335.17326
530000,8169335.17326
540000,8169335.17326
550000,8169335.17326
560000,8169294.5645
570000,8169146.12317
580000,8169059.60175
590000,8168912.23782
600000,8168912.23782
610000,8168912.23782
620000,8168912.23782
630000,8168912.23782
640000,8168649.09572
650000,8168444.29856
660000,8168444.29856
670000,8168444.29856
680000,8168444.29856
690000,8168444.29856
700000,8168269.09219
710000,8168017.78824
720000,8167873.52338
730000,8167873.52338
740000,8167866.33244
750000,8167866.33244
760000,8167866.33244
770000,8167866.33244
780000,8167866.33244
790000,8167866.33244
800000,8167866.33244
810000,8167866.33244
820000,8167716.17465
830000,8167716.17465
840000,8167707.67454
850000,8167686.60025
860000,8167686.60025
870000,8167575.78985
880000,8167575.78985
890000,8167304.65313
900000,8167292.2592
910000,8167292.2592
920000,8167292.2592
930000,8167292.2592
940000,8167208.07449
950000,8167162.46212
960000,8167130.92176
970000,8166951.58382
980000,8166779.14733
990000,8166779.14733
1000000,8166717.96992
1010000,8166594.26614
1020000,8166594.26614
1030000,8166594.26614
1040000,8166195.01884
1050000,8166148.55522
1060000,8166148.55522
1070000,8166148.55522
1080000,8166148.55522
1090000,8166148.55522
1100000,8166148.55522
1110000,8166148.55522
1120000,8166079.32415
1130000,8165974.89851
1140000,8165370.31839
1150000,8165104.28572
1160000,8164994.6946
1170000,8164868.6665
1180000,8164868.6665
1190000,8164868.6665
1200000,8164868.6665
1210000,8164868.6665
1220000,8164868.6665
1230000,8164868.6665
1240000,8164868.6665
1250000,8164868.6665
1260000,8164868.6665
1270000,8164868.6665
1280000,8164868.6665
1290000,8164868.6665
1300000,8164868.6665
1310000,8164868.6665
1320000,8164868.6665
1330000,8164868.6665
1340000,8164868.6665
1350000,8164787.10163
1360000,8164730.03538
1370000,8164730.03538
1380000,8164730.03538
1390000,8164730.03538
1400000,8164730.03538
1410000,8164608.48435
1420000,8164608.48435
1430000,8164547.61125
1440000,8164450.65097
1450000,8164301.29513
1460000,8164280.4411
1470000,8164203.40774
1480000,8163708.35406
1490000,8163708.35406
1500000,8163630.11063
1510000,8163512.29299
1520000,8163512.29299
1530000,8163512.29299
1540000,8163424.04559
1550000,8163424.04559
1560000,8163424.04559
1570000,8163063.98211
1580000,8162910.59006
1590000,8162615.74313
1600000,8162615.74313
1610000,8162615.74313
1620000,8162615.74313
1630000,8162615.74313
1640000,8162615.74313
1650000,8162615.74313
1660000,8162615.74313
1670000,8162615.74313
1680000,8162615.74313
1690000,8162615.74313
1700000,8162615.74313
1710000,8162615.74313
1720000,8162615.74313
1730000,8162615.74313
1740000,8162615.74313
1750000,8162615.74313
1760000,8162615.74313
1770000,8162615.74313
1780000,8162615.74313
1790000,8162615.74313
1800000,8162615.74313
1810000,8162615.74313
1820000,8162615.74313
1830000,8162615.74313
1840000,8162615.74313
1850000,8162615.74313
1860000,8162615.74313
1870000,8162615.74313
1880000,8162615.74313
1890000,8162615.74313
1900000,8162615.74313
1910000,8162615.74313
1920000,8162573.58585
1930000,8162573.58585
1940000,8162482.01833
1950000,8162242.78409
1960000,8162138.53575
1970000,8162079.01117
1980000,8162079.01117
1990000,8162079.01117
2000000,8162079.01117
2010000,8162079.01117
2020000,8162079.01117
2030000,8162079.01117
2040000,8162034.59705
2050000,8161997.34065
2060000,8161994.843
2070000,8161986.30356
2080000,8161986.30356
2090000,8161930.77672
2100000,8161930.77672
2110000,8161930.77672
2120000,8161870.10962
2130000,8161820.62651
2140000,8161820.62651
2150000,8161820.62651
2160000,8161682.58395
2170000,8161642.36524
2180000,8161524.05086
2190000,8161497.8782
2200000,8161497.8782
2210000,8161497.8782
2220000,8161497.8782
2230000,8161497.8782
2240000,8161497.8782
2250000,8161497.8782
2260000,8161226.9332
2270000,8161226.9332
2280000,8161226.9332
2290000,8161226.9332
2300000,8161226.9332
2310000,8161040.15515
2320000,8160876.44091
2330000,8160876.44091
2340000,8160593.04877
2350000,8160556.826
2360000,8160556.826
2370000,8160401.36304
2380000,8160401.36304
2390000,8160401.36304
2400000,8160401.36304
2410000,8160401.36304
2420000,8160401.36304
2430000,8160302.86239
2440000,8159981.6972
2450000,8159851.75439
2460000,8159825.64285
2470000,8159738.7661
2480000,8159729.93244
2490000,8159616.26772
2500000,8159616.26772
2510000,8159616.26772
2520000,8159616.26772
2530000,8159616.26772
2540000,8159616.26772
2550000,8159616.26772
2560000,8159616.26772
2570000,8159616.26772
2580000,8159616.26772
2590000,8159616.26772
2600000,8159616.26772
2610000,8159616.26772
2620000,8159616.26772
2630000,8159616.26772
2640000,8159616.26772
2650000,8159616.26772
2660000,8159616.26772
2670000,8159616.26772
2680000,8159616.26772
2690000,8159616.26772
2700000,8159616.26772
2710000,8159616.26772
2720000,8159616.26772
2730000,8159616.26772
2740000,8159616.26772
2750000,8159616.26772
2760000,8159616.26772
2770000,8159616.26772
2780000,8159616.26772
2790000,8159616.26772
2800000,8159616.26772
2810000,8159616.26772
2820000,8159616.26772
2830000,8159616.26772
2840000,8159616.26772
2850000,8159616.26772
2860000,8159616.26772
2870000,8159616.26772
2880000,8159616.26772
2890000,8159616.26772
2900000,8159616.26772
2910000,8159616.26772
2920000,8159616.26772
2930000,8159616.26772
2940000,8159616.26772
2950000,8159616.26772
2960000,8159616.26772
2970000,8159616.26772
2980000,8159616.26772
2990000,8159616.26772
3000000,8159616.26772
3010000,8159616.26772
3020000,8159616.26772
3030000,8159616.26772
3040000,8159616.26772
3050000,8159616.26772
3060000,8159616.26772
3070000,8159616.26772
3080000,8159616.26772
3090000,8159616.26772
3100000,8159616.26772
3110000,8159616.26772
3120000,8159616.26772
3130000,8159616.26772
3140000,8159616.26772
3150000,8159616.26772
3160000,8159616.26772
3170000,8159427.93375
3180000,8159161.19094
3190000,8158974.25718
3200000,8158751.8984
3210000,8158604.01318
3220000,8158421.67053
3230000,8158421.67053
3240000,8158154.84583
3250000,8157947.53741
3260000,8157942.13635
3270000,8157811.97243
3280000,8157811.97243
3290000,8157811.97243
3300000,8157811.97243
3310000,8157811.97243
3320000,8157811.97243
3330000,8157811.97243
3340000,8157811.97243
3350000,8157811.97243
3360000,8157811.97243
3370000,8157811.97243
3380000,8157771.78056
3390000,8157756.94149
3400000,8157700.81715
3410000,8157700.81715
3420000,8157511.49706
3430000,8157511.49706
3440000,8157511.49706
3450000,8157496.71729
3460000,8157496.71729
3470000,8157496.71729
3480000,8157496.71729
3490000,8157496.71729
3500000,8157496.71729
3510000,8157496.71729
3520000,8157496.71729
3530000,8157466.04786
3540000,8157466.04786
3550000,8157466.04786
3560000,8157012.82984
3570000,8156987.85369
3580000,8156987.85369
3590000,8156987.85369
3600000,8156987.85369
3610000,8156987.85369
3620000,8156987.85369
3630000,8156987.85369
3640000,8156987.85369
3650000,8156987.85369
3660000,8156987.85369
3670000,8156987.85369
3680000,8156987.85369
3690000,8156987.85369
3700000,8156987.85369
3710000,8156987.85369
3720000,8156987.85369
3730000,8156987.85369
3740000,8156987.85369
3750000,8156987.85369
3760000,8156987.85369
3770000,8156987.85369
3780000,8156987.85369
3790000,8156987.85369
3800000,8156987.85369
3810000,8156987.85369
3820000,8156987.85369
3830000,8156987.85369
3840000,8156987.85369
3850000,8156987.85369
3860000,8156987.85369
3870000,8156987.85369
3880000,8156954.52758
3890000,8156893.82874
3900000,8156893.82874
3910000,8156893.82874
3920000,8156843.60666
3930000,8156695.31111
3940000,8156695.31111
3950000,8156695.31111
3960000,8156695.31111
3970000,8156695.15824
3980000,8156582.90544
3990000,8156582.90544
4000000,8156582.90544
4010000,8156582.90544
4020000,8156582.90544
4030000,8156582.90544
4040000,8156582.90544
4050000,8156582.90544
4060000,8156582.90544
4070000,8156582.90544
4080000,8156582.90544
4090000,8156582.90544
4100000,8156582.90544
4110000,8156582.90544
4120000,8156582.90544
4130000,8156582.90544
4140000,8156582.90544
4150000,8156582.90544
4160000,8156582.90544
4170000,8156582.90544
4180000,8156582.90544
4190000,8156510.52935
4200000,8156510.52935
4210000,8156381.98928
4220000,8156185.75109
4230000,8156107.53456
4240000,8156087.36828
4250000,8155984.83585
4260000,8155984.83585
4270000,8155887.03322
4280000,8155860.0497
4290000,8155860.0497
4300000,8155860.0497
4310000,8155860.0497
4320000,8155860.0497
4330000,8155860.0497
4340000,8155860.0497
4350000,8155860.0497
4360000,8155860.0497
4370000,8155860.0497
4380000,8155860.0497
4390000,8155860.0497
4400000,8155860.0497
4410000,8155532.52833
4420000,8155401.33392
4430000,8155376.51513
4440000,8155347.17969
4450000,8155254.44173
4460000,8155254.44173
4470000,8155254.44173
4480000,8155254.44173
4490000,8155090.18888
4500000,8155089.40016
4510000,8155089.40016
4520000,8155089.40016
4530000,8155089.40016
4540000,8155089.40016
4550000,8155089.40016
4560000,8155089.40016
4570000,8155089.40016
4580000,8155056.67288
4590000,8154941.1535
4600000,8154928.05524
4610000,8154846.67922
4620000,8154719.9137
4630000,8154684.42269
4640000,8154684.42269
4650000,8154684.42269
4660000,8154684.42269
4670000,8154626.03808
4680000,8154479.32856
4690000,8154479.32856
4700000,8154447.66372
4710000,8154409.44952
4720000,8154409.44952
4730000,8154395.28157
4740000,8154360.46508
4750000,8154360.46508
4760000,8154360.46508
4770000,8154360.46508
4780000,8154360.46508
4790000,8154360.46508
4800000,8154360.46508
4810000,8154360.46508
4820000,8154360.46508
4830000,8154360.46508
4840000,8154360.46508
4850000,8154360.46508
4860000,8154294.20414
4870000,8154194.86858
4880000,8154175.8157
4890000,8153790.78173
4900000,8153604.58578
4910000,8153561.42432
4920000,8153561.42432
4930000,8153561.42432
4940000,8153561.42432
4950000,8153561.42432
4960000,8153561.42432
4970000,8153561.42432
4980000,8153561.42432
4990000,8153561.42432
5000000,8153561.42432
5010000,8153561.42432
5020000,8153561.42432
5030000,8153561.42432
5040000,8153561.42432
5050000,8153561.42432
5060000,8153561.42432
5070000,8153561.42432
5080000,8153561.42432
5090000,8153552.39435
